,0
1497,1868-08-01
1498,1868-09-01
1499,1868-10-01
1500,1868-11-01
1501,1868-12-01
1502,1869-01-01
1503,1869-02-01
1504,1869-03-01
1505,1869-04-01
1506,1869-05-01
1507,1869-06-01
1508,1869-07-01
1509,1869-08-01
1510,1869-09-01
1511,1869-10-01
1512,1869-11-01
1513,1869-12-01
1514,1870-01-01
1515,1870-02-01
1516,1870-03-01
1517,1870-04-01
1518,1870-05-01
1519,1870-06-01
1520,1870-07-01
1521,1870-08-01
1522,1870-09-01
1523,1870-10-01
1524,1870-11-01
1525,1870-12-01
1526,1871-01-01
1527,1871-02-01
1528,1871-03-01
1529,1871-04-01
1530,1871-05-01
1531,1871-06-01
1532,1871-07-01
1533,1871-08-01
1534,1871-09-01
1535,1871-10-01
1536,1871-11-01
1537,1871-12-01
1538,1872-01-01
1539,1872-02-01
1540,1872-03-01
1541,1872-04-01
1542,1872-05-01
1543,1872-06-01
1544,1872-07-01
1545,1872-08-01
1546,1872-09-01
1547,1872-10-01
1548,1872-11-01
1549,1872-12-01
1550,1873-01-01
1551,1873-02-01
1552,1873-03-01
1553,1873-04-01
1554,1873-05-01
1555,1873-06-01
1556,1873-07-01
1557,1873-08-01
1558,1873-09-01
1559,1873-10-01
1560,1873-11-01
1561,1873-12-01
1562,1874-01-01
1563,1874-02-01
1564,1874-03-01
1565,1874-04-01
1566,1874-05-01
1567,1874-06-01
1568,1874-07-01
1569,1874-08-01
1570,1874-09-01
1571,1874-10-01
1572,1874-11-01
1573,1874-12-01
1574,1875-01-01
1575,1875-02-01
1576,1875-03-01
1577,1875-04-01
1578,1875-05-01
1579,1875-06-01
1580,1875-07-01
1581,1875-08-01
1582,1875-09-01
1583,1875-10-01
1584,1875-11-01
1585,1875-12-01
1586,1876-01-01
1587,1876-02-01
1588,1876-03-01
1589,1876-04-01
1590,1876-05-01
1591,1876-06-01
1592,1876-07-01
1593,1876-08-01
1594,1876-09-01
1595,1876-10-01
1596,1876-11-01
1597,1876-12-01
1598,1877-01-01
1599,1877-02-01
1600,1877-03-01
1601,1877-04-01
1602,1877-05-01
1603,1877-06-01
1604,1877-07-01
1605,1877-08-01
1606,1877-09-01
1607,1877-10-01
1608,1877-11-01
1609,1877-12-01
1610,1878-01-01
1611,1878-02-01
1612,1878-03-01
1613,1878-04-01
1614,1878-05-01
1615,1878-06-01
1616,1878-07-01
1617,1878-08-01
1618,1878-09-01
1619,1878-10-01
1620,1878-11-01
1621,1878-12-01
1622,1879-01-01
1623,1879-02-01
1624,1879-03-01
1625,1879-04-01
1626,1879-05-01
1627,1879-06-01
1628,1879-07-01
1629,1879-08-01
1630,1879-09-01
1631,1879-10-01
1632,1879-11-01
1633,1879-12-01
1634,1880-01-01
1635,1880-02-01
1636,1880-03-01
1637,1880-04-01
1638,1880-05-01
1639,1880-06-01
1640,1880-07-01
1641,1880-08-01
1642,1880-09-01
1643,1880-10-01
1644,1880-11-01
1645,1880-12-01
1646,1881-01-01
1647,1881-02-01
1648,1881-03-01
1649,1881-04-01
1650,1881-05-01
1651,1881-06-01
1652,1881-07-01
1653,1881-08-01
1654,1881-09-01
1655,1881-10-01
1656,1881-11-01
1657,1881-12-01
1658,1882-01-01
1659,1882-02-01
1660,1882-03-01
1661,1882-04-01
1662,1882-05-01
1663,1882-06-01
1664,1882-07-01
1665,1882-08-01
1666,1882-09-01
1667,1882-10-01
1668,1882-11-01
1669,1882-12-01
1670,1883-01-01
1671,1883-02-01
1672,1883-03-01
1673,1883-04-01
1674,1883-05-01
1675,1883-06-01
1676,1883-07-01
1677,1883-08-01
1678,1883-09-01
1679,1883-10-01
1680,1883-11-01
1681,1883-12-01
1682,1884-01-01
1683,1884-02-01
1684,1884-03-01
1685,1884-04-01
1686,1884-05-01
1687,1884-06-01
1688,1884-07-01
1689,1884-08-01
1690,1884-09-01
1691,1884-10-01
1692,1884-11-01
1693,1884-12-01
1694,1885-01-01
1695,1885-02-01
1696,1885-03-01
1697,1885-04-01
1698,1885-05-01
1699,1885-06-01
1700,1885-07-01
1701,1885-08-01
1702,1885-09-01
1703,1885-10-01
1704,1885-11-01
1705,1885-12-01
1706,1886-01-01
1707,1886-02-01
1708,1886-03-01
1709,1886-04-01
1710,1886-05-01
1711,1886-06-01
1712,1886-07-01
1713,1886-08-01
1714,1886-09-01
1715,1886-10-01
1716,1886-11-01
1717,1886-12-01
1718,1887-01-01
1719,1887-02-01
1720,1887-03-01
1721,1887-04-01
1722,1887-05-01
1723,1887-06-01
1724,1887-07-01
1725,1887-08-01
1726,1887-09-01
1727,1887-10-01
1728,1887-11-01
1729,1887-12-01
1730,1888-01-01
1731,1888-02-01
1732,1888-03-01
1733,1888-04-01
1734,1888-05-01
1735,1888-06-01
1736,1888-07-01
1737,1888-08-01
1738,1888-09-01
1739,1888-10-01
1740,1888-11-01
1741,1888-12-01
1742,1889-01-01
1743,1889-02-01
1744,1889-03-01
1745,1889-04-01
1746,1889-05-01
1747,1889-06-01
1748,1889-07-01
1749,1889-08-01
1750,1889-09-01
1751,1889-10-01
1752,1889-11-01
1753,1889-12-01
1754,1890-01-01
1755,1890-02-01
1756,1890-03-01
1757,1890-04-01
1758,1890-05-01
1759,1890-06-01
1760,1890-07-01
1761,1890-08-01
1762,1890-09-01
1763,1890-10-01
1764,1890-11-01
1765,1890-12-01
1766,1891-01-01
1767,1891-02-01
1768,1891-03-01
1769,1891-04-01
1770,1891-05-01
1771,1891-06-01
1772,1891-07-01
1773,1891-08-01
1774,1891-09-01
1775,1891-10-01
1776,1891-11-01
1777,1891-12-01
1778,1892-01-01
1779,1892-02-01
1780,1892-03-01
1781,1892-04-01
1782,1892-05-01
1783,1892-06-01
1784,1892-07-01
1785,1892-08-01
1786,1892-09-01
1787,1892-10-01
1788,1892-11-01
1789,1892-12-01
1790,1893-01-01
1791,1893-02-01
1792,1893-03-01
1793,1893-04-01
1794,1893-05-01
1795,1893-06-01
1796,1893-07-01
1797,1893-08-01
1798,1893-09-01
1799,1893-10-01
1800,1893-11-01
1801,1893-12-01
1802,1894-01-01
1803,1894-02-01
1804,1894-03-01
1805,1894-04-01
1806,1894-05-01
1807,1894-06-01
1808,1894-07-01
1809,1894-08-01
1810,1894-09-01
1811,1894-10-01
1812,1894-11-01
1813,1894-12-01
1814,1895-01-01
1815,1895-02-01
1816,1895-03-01
1817,1895-04-01
1818,1895-05-01
1819,1895-06-01
1820,1895-07-01
1821,1895-08-01
1822,1895-09-01
1823,1895-10-01
1824,1895-11-01
1825,1895-12-01
1826,1896-01-01
1827,1896-02-01
1828,1896-03-01
1829,1896-04-01
1830,1896-05-01
1831,1896-06-01
1832,1896-07-01
1833,1896-08-01
1834,1896-09-01
1835,1896-10-01
1836,1896-11-01
1837,1896-12-01
1838,1897-01-01
1839,1897-02-01
1840,1897-03-01
1841,1897-04-01
1842,1897-05-01
1843,1897-06-01
1844,1897-07-01
1845,1897-08-01
1846,1897-09-01
1847,1897-10-01
1848,1897-11-01
1849,1897-12-01
1850,1898-01-01
1851,1898-02-01
1852,1898-03-01
1853,1898-04-01
1854,1898-05-01
1855,1898-06-01
1856,1898-07-01
1857,1898-08-01
1858,1898-09-01
1859,1898-10-01
1860,1898-11-01
1861,1898-12-01
1862,1899-01-01
1863,1899-02-01
1864,1899-03-01
1865,1899-04-01
1866,1899-05-01
1867,1899-06-01
1868,1899-07-01
1869,1899-08-01
1870,1899-09-01
1871,1899-10-01
1872,1899-11-01
1873,1899-12-01
1874,1900-01-01
1875,1900-02-01
1876,1900-03-01
1877,1900-04-01
1878,1900-05-01
1879,1900-06-01
1880,1900-07-01
1881,1900-08-01
1882,1900-09-01
1883,1900-10-01
1884,1900-11-01
1885,1900-12-01
1886,1901-01-01
1887,1901-02-01
1888,1901-03-01
1889,1901-04-01
1890,1901-05-01
1891,1901-06-01
1892,1901-07-01
1893,1901-08-01
1894,1901-09-01
1895,1901-10-01
1896,1901-11-01
1897,1901-12-01
1898,1902-01-01
1899,1902-02-01
1900,1902-03-01
1901,1902-04-01
1902,1902-05-01
1903,1902-06-01
1904,1902-07-01
1905,1902-08-01
1906,1902-09-01
1907,1902-10-01
1908,1902-11-01
1909,1902-12-01
1910,1903-01-01
1911,1903-02-01
1912,1903-03-01
1913,1903-04-01
1914,1903-05-01
1915,1903-06-01
1916,1903-07-01
1917,1903-08-01
1918,1903-09-01
1919,1903-10-01
1920,1903-11-01
1921,1903-12-01
1922,1904-01-01
1923,1904-02-01
1924,1904-03-01
1925,1904-04-01
1926,1904-05-01
1927,1904-06-01
1928,1904-07-01
1929,1904-08-01
1930,1904-09-01
1931,1904-10-01
1932,1904-11-01
1933,1904-12-01
1934,1905-01-01
1935,1905-02-01
1936,1905-03-01
1937,1905-04-01
1938,1905-05-01
1939,1905-06-01
1940,1905-07-01
1941,1905-08-01
1942,1905-09-01
1943,1905-10-01
1944,1905-11-01
1945,1905-12-01
1946,1906-01-01
1947,1906-02-01
1948,1906-03-01
1949,1906-04-01
1950,1906-05-01
1951,1906-06-01
1952,1906-07-01
1953,1906-08-01
1954,1906-09-01
1955,1906-10-01
1956,1906-11-01
1957,1906-12-01
1958,1907-01-01
1959,1907-02-01
1960,1907-03-01
1961,1907-04-01
1962,1907-05-01
1963,1907-06-01
1964,1907-07-01
1965,1907-08-01
1966,1907-09-01
1967,1907-10-01
1968,1907-11-01
1969,1907-12-01
1970,1908-01-01
1971,1908-02-01
1972,1908-03-01
1973,1908-04-01
1974,1908-05-01
1975,1908-06-01
1976,1908-07-01
1977,1908-08-01
1978,1908-09-01
1979,1908-10-01
1980,1908-11-01
1981,1908-12-01
1982,1909-01-01
1983,1909-02-01
1984,1909-03-01
1985,1909-04-01
1986,1909-05-01
1987,1909-06-01
1988,1909-07-01
1989,1909-08-01
1990,1909-09-01
1991,1909-10-01
1992,1909-11-01
1993,1909-12-01
1994,1910-01-01
1995,1910-02-01
1996,1910-03-01
1997,1910-04-01
1998,1910-05-01
1999,1910-06-01
2000,1910-07-01
2001,1910-08-01
2002,1910-09-01
2003,1910-10-01
2004,1910-11-01
2005,1910-12-01
2006,1911-01-01
2007,1911-02-01
2008,1911-03-01
2009,1911-04-01
2010,1911-05-01
2011,1911-06-01
2012,1911-07-01
2013,1911-08-01
2014,1911-09-01
2015,1911-10-01
2016,1911-11-01
2017,1911-12-01
2018,1912-01-01
2019,1912-02-01
2020,1912-03-01
2021,1912-04-01
2022,1912-05-01
2023,1912-06-01
2024,1912-07-01
2025,1912-08-01
2026,1912-09-01
2027,1912-10-01
2028,1912-11-01
2029,1912-12-01
2030,1913-01-01
2031,1913-02-01
2032,1913-03-01
2033,1913-04-01
2034,1913-05-01
2035,1913-06-01
2036,1913-07-01
2037,1913-08-01
2038,1913-09-01
2039,1913-10-01
2040,1913-11-01
2041,1913-12-01
2042,1914-01-01
2043,1914-02-01
2044,1914-03-01
2045,1914-04-01
2046,1914-05-01
2047,1914-06-01
2048,1914-07-01
2049,1914-08-01
2050,1914-09-01
2051,1914-10-01
2052,1914-11-01
2053,1914-12-01
2054,1915-01-01
2055,1915-02-01
2056,1915-03-01
2057,1915-04-01
2058,1915-05-01
2059,1915-06-01
2060,1915-07-01
2061,1915-08-01
2062,1915-09-01
2063,1915-10-01
2064,1915-11-01
2065,1915-12-01
2066,1916-01-01
2067,1916-02-01
2068,1916-03-01
2069,1916-04-01
2070,1916-05-01
2071,1916-06-01
2072,1916-07-01
2073,1916-08-01
2074,1916-09-01
2075,1916-10-01
2076,1916-11-01
2077,1916-12-01
2078,1917-01-01
2079,1917-02-01
2080,1917-03-01
2081,1917-04-01
2082,1917-05-01
2083,1917-06-01
2084,1917-07-01
2085,1917-08-01
2086,1917-09-01
2087,1917-10-01
2088,1917-11-01
2089,1917-12-01
2090,1918-01-01
2091,1918-02-01
2092,1918-03-01
2093,1918-04-01
2094,1918-05-01
2095,1918-06-01
2096,1918-07-01
2097,1918-08-01
2098,1918-09-01
2099,1918-10-01
2100,1918-11-01
2101,1918-12-01
2102,1919-01-01
2103,1919-02-01
2104,1919-03-01
2105,1919-04-01
2106,1919-05-01
2107,1919-06-01
2108,1919-07-01
2109,1919-08-01
2110,1919-09-01
2111,1919-10-01
2112,1919-11-01
2113,1919-12-01
2114,1920-01-01
2115,1920-02-01
2116,1920-03-01
2117,1920-04-01
2118,1920-05-01
2119,1920-06-01
2120,1920-07-01
2121,1920-08-01
2122,1920-09-01
2123,1920-10-01
2124,1920-11-01
2125,1920-12-01
2126,1921-01-01
2127,1921-02-01
2128,1921-03-01
2129,1921-04-01
2130,1921-05-01
2131,1921-06-01
2132,1921-07-01
2133,1921-08-01
2134,1921-09-01
2135,1921-10-01
2136,1921-11-01
2137,1921-12-01
2138,1922-01-01
2139,1922-02-01
2140,1922-03-01
2141,1922-04-01
2142,1922-05-01
2143,1922-06-01
2144,1922-07-01
2145,1922-08-01
2146,1922-09-01
2147,1922-10-01
2148,1922-11-01
2149,1922-12-01
2150,1923-01-01
2151,1923-02-01
2152,1923-03-01
2153,1923-04-01
2154,1923-05-01
2155,1923-06-01
2156,1923-07-01
2157,1923-08-01
2158,1923-09-01
2159,1923-10-01
2160,1923-11-01
2161,1923-12-01
2162,1924-01-01
2163,1924-02-01
2164,1924-03-01
2165,1924-04-01
2166,1924-05-01
2167,1924-06-01
2168,1924-07-01
2169,1924-08-01
2170,1924-09-01
2171,1924-10-01
2172,1924-11-01
2173,1924-12-01
2174,1925-01-01
2175,1925-02-01
2176,1925-03-01
2177,1925-04-01
2178,1925-05-01
2179,1925-06-01
2180,1925-07-01
2181,1925-08-01
2182,1925-09-01
2183,1925-10-01
2184,1925-11-01
2185,1925-12-01
2186,1926-01-01
2187,1926-02-01
2188,1926-03-01
2189,1926-04-01
2190,1926-05-01
2191,1926-06-01
2192,1926-07-01
2193,1926-08-01
2194,1926-09-01
2195,1926-10-01
2196,1926-11-01
2197,1926-12-01
2198,1927-01-01
2199,1927-02-01
2200,1927-03-01
2201,1927-04-01
2202,1927-05-01
2203,1927-06-01
2204,1927-07-01
2205,1927-08-01
2206,1927-09-01
2207,1927-10-01
2208,1927-11-01
2209,1927-12-01
2210,1928-01-01
2211,1928-02-01
2212,1928-03-01
2213,1928-04-01
2214,1928-05-01
2215,1928-06-01
2216,1928-07-01
2217,1928-08-01
2218,1928-09-01
2219,1928-10-01
2220,1928-11-01
2221,1928-12-01
2222,1929-01-01
2223,1929-02-01
2224,1929-03-01
2225,1929-04-01
2226,1929-05-01
2227,1929-06-01
2228,1929-07-01
2229,1929-08-01
2230,1929-09-01
2231,1929-10-01
2232,1929-11-01
2233,1929-12-01
2234,1930-01-01
2235,1930-02-01
2236,1930-03-01
2237,1930-04-01
2238,1930-05-01
2239,1930-06-01
2240,1930-07-01
2241,1930-08-01
2242,1930-09-01
2243,1930-10-01
2244,1930-11-01
2245,1930-12-01
2246,1931-01-01
2247,1931-02-01
2248,1931-03-01
2249,1931-04-01
2250,1931-05-01
2251,1931-06-01
2252,1931-07-01
2253,1931-08-01
2254,1931-09-01
2255,1931-10-01
2256,1931-11-01
2257,1931-12-01
2258,1932-01-01
2259,1932-02-01
2260,1932-03-01
2261,1932-04-01
2262,1932-05-01
2263,1932-06-01
2264,1932-07-01
2265,1932-08-01
2266,1932-09-01
2267,1932-10-01
2268,1932-11-01
2269,1932-12-01
2270,1933-01-01
2271,1933-02-01
2272,1933-03-01
2273,1933-04-01
2274,1933-05-01
2275,1933-06-01
2276,1933-07-01
2277,1933-08-01
2278,1933-09-01
2279,1933-10-01
2280,1933-11-01
2281,1933-12-01
2282,1934-01-01
2283,1934-02-01
2284,1934-03-01
2285,1934-04-01
2286,1934-05-01
2287,1934-06-01
2288,1934-07-01
2289,1934-08-01
2290,1934-09-01
2291,1934-10-01
2292,1934-11-01
2293,1934-12-01
2294,1935-01-01
2295,1935-02-01
2296,1935-03-01
2297,1935-04-01
2298,1935-05-01
2299,1935-06-01
2300,1935-07-01
2301,1935-08-01
2302,1935-09-01
2303,1935-10-01
2304,1935-11-01
2305,1935-12-01
2306,1936-01-01
2307,1936-02-01
2308,1936-03-01
2309,1936-04-01
2310,1936-05-01
2311,1936-06-01
2312,1936-07-01
2313,1936-08-01
2314,1936-09-01
2315,1936-10-01
2316,1936-11-01
2317,1936-12-01
2318,1937-01-01
2319,1937-02-01
2320,1937-03-01
2321,1937-04-01
2322,1937-05-01
2323,1937-06-01
2324,1937-07-01
2325,1937-08-01
2326,1937-09-01
2327,1937-10-01
2328,1937-11-01
2329,1937-12-01
2330,1938-01-01
2331,1938-02-01
2332,1938-03-01
2333,1938-04-01
2334,1938-05-01
2335,1938-06-01
2336,1938-07-01
2337,1938-08-01
2338,1938-09-01
2339,1938-10-01
2340,1938-11-01
2341,1938-12-01
2342,1939-01-01
2343,1939-02-01
2344,1939-03-01
2345,1939-04-01
2346,1939-05-01
2347,1939-06-01
2348,1939-07-01
2349,1939-08-01
2350,1939-09-01
2351,1939-10-01
2352,1939-11-01
2353,1939-12-01
2354,1940-01-01
2355,1940-02-01
2356,1940-03-01
2357,1940-04-01
2358,1940-05-01
2359,1940-06-01
2360,1940-07-01
2361,1940-08-01
2362,1940-09-01
2363,1940-10-01
2364,1940-11-01
2365,1940-12-01
2366,1941-01-01
2367,1941-02-01
2368,1941-03-01
2369,1941-04-01
2370,1941-05-01
2371,1941-06-01
2372,1941-07-01
2373,1941-08-01
2374,1941-09-01
2375,1941-10-01
2376,1941-11-01
2377,1941-12-01
2378,1942-01-01
2379,1942-02-01
2380,1942-03-01
2381,1942-04-01
2382,1942-05-01
2383,1942-06-01
2384,1942-07-01
2385,1942-08-01
2386,1942-09-01
2387,1942-10-01
2388,1942-11-01
2389,1942-12-01
2390,1943-01-01
2391,1943-02-01
2392,1943-03-01
2393,1943-04-01
2394,1943-05-01
2395,1943-06-01
2396,1943-07-01
2397,1943-08-01
2398,1943-09-01
2399,1943-10-01
2400,1943-11-01
2401,1943-12-01
2402,1944-01-01
2403,1944-02-01
2404,1944-03-01
2405,1944-04-01
2406,1944-05-01
2407,1944-06-01
2408,1944-07-01
2409,1944-08-01
2410,1944-09-01
2411,1944-10-01
2412,1944-11-01
2413,1944-12-01
2414,1945-01-01
2415,1945-02-01
2416,1945-03-01
2417,1945-04-01
2418,1945-05-01
2419,1945-06-01
2420,1945-07-01
2421,1945-08-01
2422,1945-09-01
2423,1945-10-01
2424,1945-11-01
2425,1945-12-01
2426,1946-01-01
2427,1946-02-01
2428,1946-03-01
2429,1946-04-01
2430,1946-05-01
2431,1946-06-01
2432,1946-07-01
2433,1946-08-01
2434,1946-09-01
2435,1946-10-01
2436,1946-11-01
2437,1946-12-01
2438,1947-01-01
2439,1947-02-01
2440,1947-03-01
2441,1947-04-01
2442,1947-05-01
2443,1947-06-01
2444,1947-07-01
2445,1947-08-01
2446,1947-09-01
2447,1947-10-01
2448,1947-11-01
2449,1947-12-01
2450,1948-01-01
2451,1948-02-01
2452,1948-03-01
2453,1948-04-01
2454,1948-05-01
2455,1948-06-01
2456,1948-07-01
2457,1948-08-01
2458,1948-09-01
2459,1948-10-01
2460,1948-11-01
2461,1948-12-01
2462,1949-01-01
2463,1949-02-01
2464,1949-03-01
2465,1949-04-01
2466,1949-05-01
2467,1949-06-01
2468,1949-07-01
2469,1949-08-01
2470,1949-09-01
2471,1949-10-01
2472,1949-11-01
2473,1949-12-01
2474,1950-01-01
2475,1950-02-01
2476,1950-03-01
2477,1950-04-01
2478,1950-05-01
2479,1950-06-01
2480,1950-07-01
2481,1950-08-01
2482,1950-09-01
2483,1950-10-01
2484,1950-11-01
2485,1950-12-01
2486,1951-01-01
2487,1951-02-01
2488,1951-03-01
2489,1951-04-01
2490,1951-05-01
2491,1951-06-01
2492,1951-07-01
2493,1951-08-01
2494,1951-09-01
2495,1951-10-01
2496,1951-11-01
2497,1951-12-01
2498,1952-01-01
2499,1952-02-01
2500,1952-03-01
2501,1952-04-01
2502,1952-05-01
2503,1952-06-01
2504,1952-07-01
2505,1952-08-01
2506,1952-09-01
2507,1952-10-01
2508,1952-11-01
2509,1952-12-01
2510,1953-01-01
2511,1953-02-01
2512,1953-03-01
2513,1953-04-01
2514,1953-05-01
2515,1953-06-01
2516,1953-07-01
2517,1953-08-01
2518,1953-09-01
2519,1953-10-01
2520,1953-11-01
2521,1953-12-01
2522,1954-01-01
2523,1954-02-01
2524,1954-03-01
2525,1954-04-01
2526,1954-05-01
2527,1954-06-01
2528,1954-07-01
2529,1954-08-01
2530,1954-09-01
2531,1954-10-01
2532,1954-11-01
2533,1954-12-01
2534,1955-01-01
2535,1955-02-01
2536,1955-03-01
2537,1955-04-01
2538,1955-05-01
2539,1955-06-01
2540,1955-07-01
2541,1955-08-01
2542,1955-09-01
2543,1955-10-01
2544,1955-11-01
2545,1955-12-01
2546,1956-01-01
2547,1956-02-01
2548,1956-03-01
2549,1956-04-01
2550,1956-05-01
2551,1956-06-01
2552,1956-07-01
2553,1956-08-01
2554,1956-09-01
2555,1956-10-01
2556,1956-11-01
2557,1956-12-01
2558,1957-01-01
2559,1957-02-01
2560,1957-03-01
2561,1957-04-01
2562,1957-05-01
2563,1957-06-01
2564,1957-07-01
2565,1957-08-01
2566,1957-09-01
2567,1957-10-01
2568,1957-11-01
2569,1957-12-01
2570,1958-01-01
2571,1958-02-01
2572,1958-03-01
2573,1958-04-01
2574,1958-05-01
2575,1958-06-01
2576,1958-07-01
2577,1958-08-01
2578,1958-09-01
2579,1958-10-01
2580,1958-11-01
2581,1958-12-01
2582,1959-01-01
2583,1959-02-01
2584,1959-03-01
2585,1959-04-01
2586,1959-05-01
2587,1959-06-01
2588,1959-07-01
2589,1959-08-01
2590,1959-09-01
2591,1959-10-01
2592,1959-11-01
2593,1959-12-01
2594,1960-01-01
2595,1960-02-01
2596,1960-03-01
2597,1960-04-01
2598,1960-05-01
2599,1960-06-01
2600,1960-07-01
2601,1960-08-01
2602,1960-09-01
2603,1960-10-01
2604,1960-11-01
2605,1960-12-01
2606,1961-01-01
2607,1961-02-01
2608,1961-03-01
2609,1961-04-01
2610,1961-05-01
2611,1961-06-01
2612,1961-07-01
2613,1961-08-01
2614,1961-09-01
2615,1961-10-01
2616,1961-11-01
2617,1961-12-01
2618,1962-01-01
2619,1962-02-01
2620,1962-03-01
2621,1962-04-01
2622,1962-05-01
2623,1962-06-01
2624,1962-07-01
2625,1962-08-01
2626,1962-09-01
2627,1962-10-01
2628,1962-11-01
2629,1962-12-01
2630,1963-01-01
2631,1963-02-01
2632,1963-03-01
2633,1963-04-01
2634,1963-05-01
2635,1963-06-01
2636,1963-07-01
2637,1963-08-01
2638,1963-09-01
2639,1963-10-01
2640,1963-11-01
2641,1963-12-01
2642,1964-01-01
2643,1964-02-01
2644,1964-03-01
2645,1964-04-01
2646,1964-05-01
2647,1964-06-01
2648,1964-07-01
2649,1964-08-01
2650,1964-09-01
2651,1964-10-01
2652,1964-11-01
2653,1964-12-01
2654,1965-01-01
2655,1965-02-01
2656,1965-03-01
2657,1965-04-01
2658,1965-05-01
2659,1965-06-01
2660,1965-07-01
2661,1965-08-01
2662,1965-09-01
2663,1965-10-01
2664,1965-11-01
2665,1965-12-01
2666,1966-01-01
2667,1966-02-01
2668,1966-03-01
2669,1966-04-01
2670,1966-05-01
2671,1966-06-01
2672,1966-07-01
2673,1966-08-01
2674,1966-09-01
2675,1966-10-01
2676,1966-11-01
2677,1966-12-01
2678,1967-01-01
2679,1967-02-01
2680,1967-03-01
2681,1967-04-01
2682,1967-05-01
2683,1967-06-01
2684,1967-07-01
2685,1967-08-01
2686,1967-09-01
2687,1967-10-01
2688,1967-11-01
2689,1967-12-01
2690,1968-01-01
2691,1968-02-01
2692,1968-03-01
2693,1968-04-01
2694,1968-05-01
2695,1968-06-01
2696,1968-07-01
2697,1968-08-01
2698,1968-09-01
2699,1968-10-01
2700,1968-11-01
2701,1968-12-01
2702,1969-01-01
2703,1969-02-01
2704,1969-03-01
2705,1969-04-01
2706,1969-05-01
2707,1969-06-01
2708,1969-07-01
2709,1969-08-01
2710,1969-09-01
2711,1969-10-01
2712,1969-11-01
2713,1969-12-01
2714,1970-01-01
2715,1970-02-01
2716,1970-03-01
2717,1970-04-01
2718,1970-05-01
2719,1970-06-01
2720,1970-07-01
2721,1970-08-01
2722,1970-09-01
2723,1970-10-01
2724,1970-11-01
2725,1970-12-01
2726,1971-01-01
2727,1971-02-01
2728,1971-03-01
2729,1971-04-01
2730,1971-05-01
2731,1971-06-01
2732,1971-07-01
2733,1971-08-01
2734,1971-09-01
2735,1971-10-01
2736,1971-11-01
2737,1971-12-01
2738,1972-01-01
2739,1972-02-01
2740,1972-03-01
2741,1972-04-01
2742,1972-05-01
2743,1972-06-01
2744,1972-07-01
2745,1972-08-01
2746,1972-09-01
2747,1972-10-01
2748,1972-11-01
2749,1972-12-01
2750,1973-01-01
2751,1973-02-01
2752,1973-03-01
2753,1973-04-01
2754,1973-05-01
2755,1973-06-01
2756,1973-07-01
2757,1973-08-01
2758,1973-09-01
2759,1973-10-01
2760,1973-11-01
2761,1973-12-01
2762,1974-01-01
2763,1974-02-01
2764,1974-03-01
2765,1974-04-01
2766,1974-05-01
2767,1974-06-01
2768,1974-07-01
2769,1974-08-01
2770,1974-09-01
2771,1974-10-01
2772,1974-11-01
2773,1974-12-01
2774,1975-01-01
2775,1975-02-01
2776,1975-03-01
2777,1975-04-01
2778,1975-05-01
2779,1975-06-01
2780,1975-07-01
2781,1975-08-01
2782,1975-09-01
2783,1975-10-01
2784,1975-11-01
2785,1975-12-01
2786,1976-01-01
2787,1976-02-01
2788,1976-03-01
2789,1976-04-01
2790,1976-05-01
2791,1976-06-01
2792,1976-07-01
2793,1976-08-01
2794,1976-09-01
2795,1976-10-01
2796,1976-11-01
2797,1976-12-01
2798,1977-01-01
2799,1977-02-01
2800,1977-03-01
2801,1977-04-01
2802,1977-05-01
2803,1977-06-01
2804,1977-07-01
2805,1977-08-01
2806,1977-09-01
2807,1977-10-01
2808,1977-11-01
2809,1977-12-01
2810,1978-01-01
2811,1978-02-01
2812,1978-03-01
2813,1978-04-01
2814,1978-05-01
2815,1978-06-01
2816,1978-07-01
2817,1978-08-01
2818,1978-09-01
2819,1978-10-01
2820,1978-11-01
2821,1978-12-01
2822,1979-01-01
2823,1979-02-01
2824,1979-03-01
2825,1979-04-01
2826,1979-05-01
2827,1979-06-01
2828,1979-07-01
2829,1979-08-01
2830,1979-09-01
2831,1979-10-01
2832,1979-11-01
2833,1979-12-01
2834,1980-01-01
2835,1980-02-01
2836,1980-03-01
2837,1980-04-01
2838,1980-05-01
2839,1980-06-01
2840,1980-07-01
2841,1980-08-01
2842,1980-09-01
2843,1980-10-01
2844,1980-11-01
2845,1980-12-01
2846,1981-01-01
2847,1981-02-01
2848,1981-03-01
2849,1981-04-01
2850,1981-05-01
2851,1981-06-01
2852,1981-07-01
2853,1981-08-01
2854,1981-09-01
2855,1981-10-01
2856,1981-11-01
2857,1981-12-01
2858,1982-01-01
2859,1982-02-01
2860,1982-03-01
2861,1982-04-01
2862,1982-05-01
2863,1982-06-01
2864,1982-07-01
2865,1982-08-01
2866,1982-09-01
2867,1982-10-01
2868,1982-11-01
2869,1982-12-01
2870,1983-01-01
2871,1983-02-01
2872,1983-03-01
2873,1983-04-01
2874,1983-05-01
2875,1983-06-01
2876,1983-07-01
2877,1983-08-01
2878,1983-09-01
2879,1983-10-01
2880,1983-11-01
2881,1983-12-01
2882,1984-01-01
2883,1984-02-01
2884,1984-03-01
2885,1984-04-01
2886,1984-05-01
2887,1984-06-01
2888,1984-07-01
2889,1984-08-01
2890,1984-09-01
2891,1984-10-01
2892,1984-11-01
2893,1984-12-01
2894,1985-01-01
2895,1985-02-01
