dt,City,Latitude,Longitude,AverageTemperature,AverageTemperatureUncertainty
1797-10-01,A Coruña,42.59,-8.73,13.091,2.339
1797-10-01,Aachen,50.63,6.34,8.443000000000001,2.779
1797-10-01,Aalborg,57.05,10.33,8.28,2.858
1797-10-01,Aberdeen,57.05,-1.48,8.361,2.947
1797-10-01,Achalpur,21.7,77.02,24.976999999999997,2.144
1797-10-01,Adana,36.17,35.8,22.07800000000001,2.202
1797-10-01,Adilabad,20.09,78.48,25.885,2.1180000000000003
1797-10-01,Adoni,15.27,77.5,25.459,2.178
1797-10-01,Afyonkarahisar,39.38,31.21,13.43,2.2359999999999998
1797-10-01,Agadir,29.74,-9.23,0.0,0.0
1797-10-01,Agartala,23.31,91.75,25.969,1.995
1797-10-01,Agra,26.52,78.81,25.232,2.1919999999999997
1797-10-01,Ahmadabad,23.31,72.52,26.889,2.149
1797-10-01,Ahmadnagar,18.48,74.37,23.851,2.094
1797-10-01,Aix En Provence,44.2,4.47,10.888,2.456
1797-10-01,Aizawl,23.31,93.5,23.465999999999998,2.015
1797-10-01,Ajdabiya,31.35,20.73,21.794,2.077
1797-10-01,Ajmer,26.52,75.22,25.70300000000001,2.267
1797-10-01,Akola,20.09,76.78,25.253,2.129
1797-10-01,Akron,40.99,-80.95,9.241,2.622
1797-10-01,Aksaray,37.78,34.58,13.321,2.235
1797-10-01,Aktau,44.2,51.43,0.0,0.0
1797-10-01,Akyab,20.09,92.13,27.436,1.9409999999999998
1797-10-01,Alandur,13.66,80.09,27.218000000000004,2.303
1797-10-01,Alanya,36.17,31.82,21.175,2.122
1797-10-01,Alappuzha,8.84,77.03,25.09800000000001,2.075
1797-10-01,Albacete,39.38,-2.08,12.280999999999999,2.305
1797-10-01,Alcalá De Henares,40.99,-4.26,10.745999999999999,2.3819999999999997
1797-10-01,Alcobendas,40.99,-4.26,10.745999999999999,2.3819999999999997
1797-10-01,Alcorcón,40.99,-4.26,10.745999999999999,2.3819999999999997
1797-10-01,Aleppo,36.17,37.79,0.0,0.0
