dt,City,Latitude,Longitude,AverageTemperature,AverageTemperatureUncertainty
1808-08-01,A Coruña,42.59,-8.73,18.334,1.8119999999999998
1808-08-01,Aachen,50.63,6.34,18.21,2.23
1808-08-01,Aalborg,57.05,10.33,17.910999999999994,2.208
1808-08-01,Aberdeen,57.05,-1.48,14.437000000000001,2.359
1808-08-01,Achalpur,21.7,77.02,0.0,0.0
1808-08-01,Adana,36.17,35.8,26.730999999999998,1.8090000000000002
1808-08-01,Adilabad,20.09,78.48,0.0,0.0
1808-08-01,Adoni,15.27,77.5,0.0,0.0
1808-08-01,Afyonkarahisar,39.38,31.21,21.741,1.9809999999999999
1808-08-01,Agadir,29.74,-9.23,22.487,1.79
1808-08-01,Agartala,23.31,91.75,0.0,0.0
1808-08-01,Agra,26.52,78.81,0.0,0.0
1808-08-01,Ahmadabad,23.31,72.52,0.0,0.0
1808-08-01,Ahmadnagar,18.48,74.37,0.0,0.0
1808-08-01,Aix En Provence,44.2,4.47,20.2,2.459
1808-08-01,Aizawl,23.31,93.5,0.0,0.0
1808-08-01,Ajdabiya,31.35,20.73,26.046,1.962
1808-08-01,Ajmer,26.52,75.22,0.0,0.0
1808-08-01,Akola,20.09,76.78,0.0,0.0
1808-08-01,Akron,40.99,-80.95,20.25,1.85
1808-08-01,Aksaray,37.78,34.58,21.613000000000003,1.874
1808-08-01,Aktau,44.2,51.43,0.0,0.0
1808-08-01,Akyab,20.09,92.13,0.0,0.0
1808-08-01,Alandur,13.66,80.09,0.0,0.0
1808-08-01,Alanya,36.17,31.82,25.726,1.855
1808-08-01,Alappuzha,8.84,77.03,0.0,0.0
1808-08-01,Albacete,39.38,-2.08,22.74,1.9369999999999998
1808-08-01,Alcalá De Henares,40.99,-4.26,20.704,1.895
1808-08-01,Alcobendas,40.99,-4.26,20.704,1.895
1808-08-01,Alcorcón,40.99,-4.26,20.704,1.895
1808-08-01,Aleppo,36.17,37.79,0.0,0.0
1808-08-01,Alexandria,31.35,30.16,25.87,1.75
1808-08-01,Alexandria,39.38,-76.99,22.178,1.885
1808-08-01,Algeciras,36.17,-5.97,23.45300000000001,1.9569999999999999
1808-08-01,Algiers,36.17,3.98,26.195999999999998,2.033
1808-08-01,Aligarh,28.13,77.27,0.0,0.0
